"No.","Time","MAC timestamp","Source","elevation","Severity level","Service Info PSID","Elevation","Checksum","Protocol","Latitude","Longitude","Destination Port","elevation","lat","long"
"218","0.102313","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"219","0.103664","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,40"
"220","0.101351","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,40"
"221","0.101202","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"222","0.096339","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"223","0.099498","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
"224","0.102609","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"225","0.093743","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"226","0.096158","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"227","0.095480","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"228","0.102395","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,40"
"229","0.096832","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,25","-739299965,42"
"230","0.103656","","ca:56:04:27:6a:c4","","","","","","SAE J2735 (2016)","","","","","407439367,27","-739299965,42"
